Subject group,Full name,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
NDA,"NASKA, Androniki",,"EFSA, European Food Safety Authority, Italy, Parma","Support to the Greek national dietary surveys in compliance with the EFSA Guidance on general principles for the collection of national food consumption data in the view of a pan-European dietary survey” – adolescents, adults and elderly",2013-08,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",,"EFSA, European Food Safety Authority, Italy, Parma","Support to National Dietary Surveys in compliance with the EU Menu methodology – Lot 1 – “The children’s survey”, including subjects from three months up to 9 years old,",2014-11,now,2015-07-23,NDA_doi_008.pdf
NDA,"NASKA, Androniki",,"EFSA, European Food Safety Authority, Italy, Parma","Support to National Dietary Surveys in compliance with the EU Menu methodology - infants, toddlers and children",2014-12,now,2015-07-23,NDA_doi_008.pdf
NDA,"NEUHÄUSER-BERTHOLD, Monika",,"Justus Liebig University, GERMANY",Long-term study on nutrition and health status in an ageing population (GISELA study). This study receives no specific funding but is financed by the ordinary annual budget available to the Department of Human Nutrition from the Justus Liebig University.,1994-04,now,2015-09-25,NDA_doi_009.pdf
NDA,"NOWICKA, Grazyna",,Polish Ministry of Health,"POLCARD – Diet and the prevention of cardiovascular disease: Diet for young heart . Educational project supported by Ministry of Health – Prevention of cardiovascular disease among children and adolescents (2003-2010), member of the leader group) –grant to prepare educational information on prevention of CVD available for general public, all potential users. No individual payment was received",2003-01,2010-12,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",,Polish Ministry of Science and Higher Education,"Scientific grant no. B1/K/005, 2004-2010 – “New biochemical and genetic markers of cardiovascular disease”, project supported by the National Food and Nutrition Institute based on resources from Polish Ministry of Science and Higher Education, public founder. Leader. Results published in scientific journals. No individual payment received",2004-01,2010-11,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",,Polish Ministry of Science and Higher Education,"Scientific grant no N40404232/0945, 2007-2011, “Influence of dietary intake of antioxidant vitamins and polyunsaturated fatty acids on genome stability”, founded by Polish Ministry of Science and Higher Education, public founder. Results published in scientific journals. No",2007-01,2010-11,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",,National Science Center,"Scientific grant ""Effects of diet rich in rapeseed oil and flavonoids on HDL and inflammatory markers in relation to 75G/A apo AI gene polymorphism"" (06.2011-09.2013). Scientific supervisor. No additional founding from private sector. No payment received.",2011-06,now,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",,National Science Center,"Scientific grant ""Developing principles of dietary treatment of inherited forms of hypercholesterolemia and hypertriglyceridemia typical for Polish population"" (06.2011-06.2014). Scientific supervisor. No additional founding from private sector. No payment received.",2011-06,now,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",,National Science Center,"Scientific grant ""Usefulness of proinflammatory genes profiling for prediction of body mass reduction under low calorie diet"" (12.2011- 12.2014). Scientific supervisor. No additional founding from private sector. No payment received.",2011-12,now,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",,Medical University of Warsaw,"Scientific grant ""The role of interactions between genetic factors and psychological traits in obesity"" (2.01.2013 - 30.12.2015). Leader No additional founding from private sector. No additional payment received.",2013-01,now,2015-09-18,NDA_doi_010.pdf
NDA,"NOWICKA, Grazyna",,"National Science Center, Poland","Scientific grant ""Proapoptotic activity of dried leaf blade aqueouos extract from Vilcacora (Uncaria tomentosa) in selected cancer cell lines."" The Project of National Science Centre, Poland: UMO- 2013/09/N/NZ7/01461.",2014-05,now,2015-09-18,NDA_doi_010.pdf
NDA,"PENTIEVA, Kristina",,European Commission,"EURRECA: Aligning nutrient recommendations across Europe with special focus on vulnerable groups and consumer understanding. Funding by the European Commission-DG Research (6th Framework).Coordinated by ILSI Europe. End Date: June 2012. This was a multicentre international research project which have been funded by the European Commission (EC, 6th Framework) but not by industry. The involvement of industry in these projects was a requirement imposed by the EC. My work was only related to a small part of the project (bioavailability of folate) and I have never participated at any meetings with other collaborative organisations and never met any industry partners.",2007-01,2012-06,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",,Health Research Board (Ireland),The impact of folic acid supplementation on DNA methylation patterns in utero; a role in the fetal origin of human disease. (a collaborative project between University of Ulster and Dublin City University); End Date:30 Sept 2013,2010-10,2013-09,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",,Invest Northern Ireland (Northern Ireland) and Carritech Research Ltd.,Research into the bioavailability of heat-sensitive nutrients using Carritech technology. End date:31 July 2013,2012-01,2013-07,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",,Health and Social Care Public Health Agency (Research and Development Division),"Effect of folic acid supplementation during pregnancy on the growth, cognitive development and behaviour of 7 year old children: a follow- up investigation of children of FASSTT study participants; End date: January 2016",2015-01,now,2015-09-21,NDA_doi_011.pdf
NDA,"PENTIEVA, Kristina",,"ESRC (Economic & Social Research Council) & BBSRC (Biotechnology and Biological Sciences Research Council), UNITED KINGDOM",EpiFASSTT: Epigenetic effects on children's psychosocial development in a randomised trial of Folic Acid Supplementation in Second and Third Trimester: End date: September 2018,2015-09,now,2015-09-21,NDA_doi_011.pdf
NDA,"SANZ, Yolanda",,European Multi- Stakeholder Platform CDEUSSA of 7FP,"Member of the European Platform focused on diverse aspects of coeliac disease: gluten-free products, regulatory aspects, therapy and prevention, diagnosis, clinic presentation and pathogenic mechanisms.",2002-01,2006-12,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",,Spanish Ministry of Science and Innovation,Topic: Development of new ingredients for functional foods (FUN C FOOD).Deliverables: scientific publications. Funding is public.,2007-01,2013-12,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",,Biopolis/Ministry of Science and Innovation,Topic: probiotics for coeliac disease. Deliverables: scientific publications/study reports. Funding was private for 4 months and public for the rest of the project.,2009-09,2012-04,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",,Spanish Ministry of Science and Innovation,Topic: Role of intestinal bacteria and probiotics in chronic inflammatory disorders. Deliverables: scientific publications Funding was public.,2009-11,2011-12,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",,Ministry of Science and Innovation,"Topic: molecular and functional characterization of probiotic strains (basic experiments in vitro). Deliverables: scientific publications/study reports. It is a PUBLIC funding with partial participation of private companies (Carinsa - with no decision role in the project). The funding is not directed to the researchers, but goes to the researcher’s institution and part to fund the cost of the laboratory for doing research activities exclusively.",2010-11,2014-12,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",,Ministry of Economy and Competitiveness,"Topic: Evaluation of probiotics for digestive disorders in vitro. Deliverables: scientific publications/study reports. It is a PUBLIC funding with participation of private companies (Laboratorios Salvat ) with no decision role. The funding is not directed to the researchers, but goes to the researcher’s institution and to fund the cost of the laboratory for doing research activities exclusively.",2011-07,2013-07,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",,Ministry of Economy and Competitiveness,Topic: Development of probiotics for immune and metabolic disorders. Deliverables: scientific publications. There is no private funding (is public).,2012-01,2014-12,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",,European Commission DG Research,"Topic: FP7 EU Project (Grant nº 613979) entitled “Microbiome Influence on Energy Balance and Brain Development-Function Put into Action to Tackle Diet-Related Diseases and Behavior- MyNewGut”. Deliverables will be of scientific nature (publications, study reports, etc.). The grant received from the EC will be used to fund the cost of the research activities exclusively. Funding is public.",2013-12,now,2015-09-28,NDA_doi_012.pdf
NDA,"SANZ, Yolanda",,"Ministry of Economy and Competitiveness, Spain.",Topic: Deciphering the role of intestinal microbiota in metabolic and mental health. Deliverables: scientific publications and reports.,2015-01,now,2015-09-28,NDA_doi_012.pdf
NDA,"SIANI, Alfonso",,European Commission Funding for FP6,"I declare that I have received research funds from the EC for the implementation of the FP6° Project IDEFICS (full title: Identification and prevention of Dietary- and lifestyle-induced health EFfects In Children and infantS ). The study producedd reliable data to make an international assessment of the problem of ""obesity in children"" possible. The focus of the IDEFICS Study lies in exploring the risks for overweight and obesity in children as well as associated long-term consequences. In addition, this EU-wide study offers a unique possibility to measure in how far sensory perception and preferences of children influence the development of overweight. Beyond pure research, IDEFICS offered activities for health promotion and prevention in kindergartens and schools. These prevention programmes were developed, implemented and evaluated within the IDEFICS Study. The project resulted up to now in about 100 publications in international scientific journals. The funds received by the EC were used for the achievement of the scientific objectives of the project. No private funds contributed to the project.",2006-09,2012-02,2015-11-03,NDA_doi_013.pdf
NDA,"SIANI, Alfonso",,SOREMARTEC Italia [Ferrero Italy: snacks and chocolate-based products],"Unrestricted research grant to the Institute of Food Sciences of the Consiglio Nazionale delle Ricerche (CNR) to assess the role of dairy food on bone health in children in epidemiological setting. In particular, the association between the consumption of milk and milk products (assessed by dietary questionnaires) and bone density (measured by heel ultrasonography) was evaluated on a schoolchildren population. I declare that I acted as scientific responsible of the project while the financial management and use of the research grant was not under my own responsibility. I also declare that this private research grant did not exceed the 25% of the budget of my research group and also of the budget under my control.",2010-07,2012-04,2015-11-03,NDA_doi_013.pdf
